Name,Prem City,Prem State,Map color,Alt Telephone,Aphis Livestock Market Id,Contact,Mail City,Mail State,Mail Zip,Mailing Address,Name,Prem Address,Prem City,Prem State,Primary Telephone,Latitude (generated),Longitude (generated)
United Producers Inc. - Irvington,Irvington,KY,Services Offered,270-547-4021,KY044,John Gibson,Irvington,KY,40146,155 North Old US 60 Loop,United Producers Inc. - Irvington,155 North Old US 60 Loop,Irvington,KY,270-547-4021,37.8803,-86.2839
United Producers Inc. - Gallipolis,Gallipolis,OH,Services Offered,,OH1009,Joseph Arrington,Gallipolis,OH,45631,357 Jackson Pike,United Producers Inc. - Gallipolis,357 Jackson Pike,Gallipolis,OH,,38.8098,-82.2024
United Producers Inc.,Vincennes,IN,Services Offered,812-882-7150,IN253,Daniel W. Ashley,Vincennes,IN,47591,P.O. Box 571,United Producers Inc.,740 E. Elkhorn Road,Vincennes,IN,812-882-7150,38.6773,-87.5286
United Producers Inc.,Scottsburg,IN,Services Offered,,IN310,Dan Ashley,Scottsburg,IN,47170,10050 E. Bush Road,United Producers Inc.,10050 E. Bush Road,Scottsburg,IN,812-752-4222,38.6856,-85.7702
United Producers Cattle Market,Sweet Springs,MO,Services Offered,,MO443,Toby Thacker,Green Ridge,MO,65332,17841 Bennett Lane,United Producers Cattle Market,12362 Harmony Avenue,Sweet Springs,MO,660-620-3723,38.9636,-93.4149
United Producers Bowling Green,Bowling Green,KY,Services Offered,270-843-3224,KY005,Ryne Towe,Bowling Green,KY,42102,P.O. Box 45,United Producers Bowling Green,4350 Louisville Road,Bowling Green,KY,270-843-3224,36.9903,-86.4436
United Producers - Owenton,Owenton,KY,Services Offered,,KY144,Doyle Devers,Owenton,KY,40359,P.O. Box 540,United Producers - Owenton,86 Bramblet Road,Owenton,KY,502-484-5010,38.5365,-84.8419
United Producers,Frankfort,IN,Services Offered,,IN075,Stephen R. Jordan,Frankfort,IN,46041,709 Crawford Street,United Producers,709 Crawford Street,Frankfort,IN,765-654-7660,40.2798,-86.5108
Unionville Market Inc.,Milan,MO,Services Offered,,MO1103,Jim Brinkley,Milan,MO,63556,53921 Hwy 6,Unionville Market Inc.,21221 Hwy Y,Milan,MO,(660)265-5565,40.2022,-93.1252
"Unionville Livestock Market, Inc.",Unionville,MO,Services Offered,,MO468,Curt Sporleder,Unionville,MO,63565,P.O. Box 405,"Unionville Livestock Market, Inc.",28598 U.S. Highway 136,Unionville,MO,660-947-2451,40.477,-93.0033
Union County Livestock,Monroe,NC,Services Offered,,NC078,Aaron Maye,Monroe,NC,28110,2003 Stafford Street Ext.,Union County Livestock,2003 Stafford Street Ext,Monroe,NC,704-289-1900,34.9854,-80.5495
Union City Livestock Market,Union City,PA,Services Offered,,PA1011,John Corwin,Union City,PA,16438,PO Box 551,Union City Livestock Market,9371 Route 6,Union City,PA,(814)438-3481,41.8995,-79.8453
"Unadilla Livestock Company, LLC",Unadilla,NY,Services Offered,,NY072,Kaitlen Rubin,Unadilla,NY,13849,76 Maple Avenue,"Unadilla Livestock Company, LLC",76 Maple Avenue,Unadilla,NY,845-798-2509,42.3254,-75.3124
Tyson Hog Buying Station - Madison,Madison,NE,Services Offered,800-487-1377,NE090,Russ Miller & Chad Johnson,Madison,NE,68748,1200 Industrial Parkway,Tyson Hog Buying Station - Madison,1200 Industrial Pkwy,Madison,NE,402-454-4273,41.8283,-97.455
Tyson Hog Buying Station - Creighton,Creighton,NE,Services Offered,,NE044,Bill Nelson,Creighton,NE,68729,87399 Hwy 13,Tyson Hog Buying Station - Creighton,87399 Hwy 13,Creighton,NE,402-358-3251,42.4667,-97.9062
"Tyson Fresh Meats, Inc.",Pella,IA,Services Offered,,IA355,Larry Dustin,Pella,IA,50219,1286 190th Street,"Tyson Fresh Meats, Inc.",1286 190th Street,Pella,IA,641-626-3811,41.4081,-92.9163
Tyson Fresh Meats Inc.,Warsaw,IN,Services Offered,574-858-2351,IN266,Terrye Kirchenstein,Warsaw,IN,46582,4611 W 600 N,Tyson Fresh Meats Inc.,4611 W 600 N,Warsaw,IN,574-858-2351,41.2381,-85.8531
Tyson Fresh Meats Inc.,Garner,IA,Services Offered,,IA405,Bill Cavanaugh,Garner,IA,50438,2345 Oak Avenue,Tyson Fresh Meats Inc.,2345 Oak Avenue,Garner,IA,641-923-2669,43.1025,-93.6019
Tyson Fresh Meats - Willow Hill,Willow Hill,IL,Services Offered,,IL209,Don Newkirk,Willow Hill,IL,62480,18567 State Highway 33,Tyson Fresh Meats - Willow Hill,18567 State Highway 33,Willow Hill,IL,618-455-3393,38.9959,-88.0225
Tyson Fresh Meats - Logansport,Logansport,IN,Services Offered,574-753-6134,IN146,Tony Roser,Logansport,IN,46947,2125 South C.R. 125 W,Tyson Fresh Meats - Logansport,2125 South C.R. 125 W,Logansport,IN,574-753-6134,40.7545,-86.3567
Tyson Fresh Meats - Goodfield,Goodfield,IL,Services Offered,,IL089,Thad Heffren,Goodfield,IL,61742,373 Highway 117,Tyson Fresh Meats - Goodfield,373 Highway 117,Goodfield,IL,309-965-2565,40.6298,-89.2748
Tyson Fresh Meats - Cambridge,Cambridge,IL,Services Offered,,IL273,John I. Stiles,Cambridge,IL,61238,13022 County Highway 16,Tyson Fresh Meats - Cambridge,13022 County Highway 16,Cambridge,IL,309-937-2497,41.3036,-90.1929
Tyson Fresh Meats,Rushford,MN,Services Offered,,MN140,Richard Bovy,Rushford,MN,55971,45277 State Highway 16,Tyson Fresh Meats,45277 State Highway 16,Rushford,MN,507-864-2429,43.8083,-91.7529
Tyson Fresh Meats,Harmony,MN,Services Offered,,MN138,Richard Bovy,Harmony,MN,55939,610 Main Street,Tyson Fresh Meats,610 Main Street,Harmony,MN,507-886-2533,43.55,-92
Tyson Fresh Meats,North Manchester,IN,Services Offered,866-533-6993,IN160,Terrye Kirchenstein,N. Manchester,IN,46962,1582 W St. Rd 114,Tyson Fresh Meats,1582 W St. Rd. 114,North Manchester,IN,260-982-2448,41.0006,-85.7686
Tyson Fresh Meats,Greensburg,IN,Services Offered,812-663-5697,IN097,Andy Gernand,Greensburg,IN,47240,3392 S. County Road 850 W,Tyson Fresh Meats,3392 S. County Road 850 W,Greensburg,IN,812-663-5697,39.3373,-85.4836
Tyson Fresh Meats,Demotte,IN,Services Offered,219-956-4600,IN057,Kevin Birky,Demotte,IN,46310,6650 W. St. Rd 110,Tyson Fresh Meats,6550 W. St Rd 100,Demotte,IN,219-987-5896,41.195,-87.1986
Tyson Fresh Meats,Corunna,IN,Services Offered,,IN045,Dennis Badskey,Corunna,IN,46730,822 U.S. Hwy 6,Tyson Fresh Meats,822 U.S. Hwy 6,Corunna,IN,260-281-2556,41.4373,-85.1472
Tyson Fresh Meats,Bluffton,IN,Services Offered,,IN016,Mike Taylor,Bluffton,IN,46714,803 S. Bond St.,Tyson Fresh Meats,803 S. Bond St,Bluffton,IN,260-824-1720,40.7387,-85.1716
Tyson Fresh Meats,Waterloo,IA,Services Offered,,IA439,Steve Loutham,Waterloo,IA,50703,501 N. Elk Run Road,Tyson Fresh Meats,501 N. Elk Run Road,Waterloo,IA,800-366-2615,42.4983,-92.3369
Tyson Fresh Meats,Sully,IA,Services Offered,,IA349,Gerald Droppert,Sully,IA,50251,10317 Hwy T 33 South,Tyson Fresh Meats,10317 Highway T 33 S,Sully,IA,641-594-2986,41.5783,-92.8449
Tyson Fresh Meats,Storm Lake,IA,Services Offered,,IA381,Kurt Rasmus,Storm Lake,IA,50588,1009 Richland Drive,Tyson Fresh Meats,1009 Richland Drive,Storm Lake,IA,712-749-5254,42.6411,-95.2097
Tyson Fresh Meats,Stockton,IA,Services Offered,,IA422,Mike Clayton,Stockton,IA,52769,22645 20th Avenue,Tyson Fresh Meats,22645 20th Avenue,Stockton,IA,563-284-5269,41.5914,-90.8588
Tyson Fresh Meats,Sheldon,IA,Services Offered,712-324-4883,IA162,Greg Bassett,Sheldon,IA,51201,324 B Street,Tyson Fresh Meats,324 B Street,Sheldon,IA,712-324-4883,43.1811,-95.8561
Tyson Fresh Meats,Oskaloosa,IA,Services Offered,,IA348,Larry Dustin,Oskaloosa,IA,52577,3038 290th Street,Tyson Fresh Meats,3038 290th Street,Oskaloosa,IA,641-933-4216,41.2964,-92.6444
Tyson Fresh Meats,Manning,IA,Services Offered,,IA353,Randy Facile,Manning,IA,51455,350 6th Street,Tyson Fresh Meats,350 6th Street,Manning,IA,712-653-2539,41.9092,-95.065
Tyson Fresh Meats,Farmersburg,IA,Services Offered,,IA360,Scott Henkes,Farmersburg,IA,52047,5 West Center Street,Tyson Fresh Meats,5 West Center Street,Farmersburg,IA,563-536-2807,42.9611,-91.3677
Tyson Fresh Meats,Conroy,IA,Services Offered,,IA350,Bradley Going,Conroy,IA,52220,P.O. Box 6,Tyson Fresh Meats,652 D Street,Conroy,IA,319-662-4198,,
Tyson Fresh Meats,Columbus Junction,IA,Services Offered,,IA420,Gary A. Fischer,Columbus Junction,IA,52738,16198 State Hwy 70 N.,Tyson Fresh Meats,16198 State Hwy 70 N.,Columbus Junction,IA,319-728-7432,41.28,-91.3608
Tyson Fresh Meats,Carroll,IA,Services Offered,,IA354,Warren Norgrant,Carroll,IA,51401,20755 120th Street,Tyson Fresh Meats,20755 120th Street,Carroll,IA,712-673-2367,42.0652,-94.8666
Tyson Fresh Meats,Bancroft,IA,Services Offered,,IA406,Codi Diischer,Bancroft,IA,50517,3605 Highway 169,Tyson Fresh Meats,Highway 169 South,Bancroft,IA,515-885-2372,43.2927,-94.218
Tyson Fresh Foods,Perry,IA,Services Offered,,IA403,Mike Markert,Perry,IA,50220,1350 I Ave.,Tyson Fresh Foods,1350 I Ave.,Perry,IA,515-465-4604,41.8386,-94.1072
Tyson Fresh Foods,Mt. Ayr,IA,Services Offered,,IA135,Roger Byer,Mt. Ayr,IA,50854,2373 U.S. Hwy. 169,Tyson Fresh Foods,2373 U.S. Highway 169,Mt. Ayr,IA,641-464-3257,40.7147,-94.2352
Two Mile Commission Company,Sullivan,IL,Services Offered,,IL1003,Marlin Farmwald,Sullivan,,61951,1437 Co Rd 1300 E,Two Mile Commission Company,1437 Co Rd 1300 E,Sullivan,IL,(217)728-7483,39.5995,-88.6078
Twin Falls Livestock Commission Co,Twin Falls,ID,Services Offered,,ID023,Bruce Billington,Twin Falls,ID,83301,630 Commercial Ave,Twin Falls Livestock Commission Co,630 Commercial Ave,Twin Falls,ID,208-733-7474,42.2729,-114.6972
Turner County Livestock,Ashburn,GA,Services Offered,,GA1002,"Robert ""Robby"" Stephens",Ashburn,,31714,P.O. Box 743,Turner County Livestock,1315 Hwy. 41 S,Ashburn,GA,(706)255-7880,31.706,-83.6536
"Turlock Livestock Auction Yard, Inc.",Turlock,CA,Services Offered,,CA028,Max Olvera,Turlock,CA,95380,10430 W. Lander Ave.,"Turlock Livestock Auction Yard, Inc.",10430 W. Lander Ave.,Turlock,CA,209-634-4326,37.4947,-120.8466
"Tulsa Stockyards, Inc.",Tulsa,OK,Services Offered,,*,*,Tulsa,OK,74116,913 N 161 E Ave,"Tulsa Stockyards, Inc.",913 N 161 E Ave,Tulsa,OK,*,36.1012,-95.9251
"Tulia Livestock Auction, Inc.",Tulia,TX,Services Offered,806-995-4184,TX055,Mark Hargrave,Tulia,TX,79088,P.O. Box 22,"Tulia Livestock Auction, Inc.",Hwy. 86 W.,Tulia,TX,806-995-4184,34.5359,-101.7585
Tulare County Stockyard,Dinuba,CA,Services Offered,,CA026,Jon Dolieslager,Dinuba,CA,93618,9641 Ave. 384,Tulare County Stockyard,9641 Ave. 384,Dinuba,CA,559-591-0884,36.5433,-119.3871
TS Whites LLC,Diamond,MO,Services Offered,,MO1056,TS Whites,Diamond,,64840,PO Box 340,TS Whites LLC,1863 Highway 59,Diamond,MO,(417)325-4141,36.9953,-94.3161
Triple C Auction,Ewing,KY,Services Offered,,KY155,Perry Coblentz,Mayslick,KY,41053,c/o Mayslick Metals 5957 U.S. Hwy 68,Triple C Auction,5194 Ewing Road,Ewing,KY,606-407-3558,38.4273,-83.8633
Tri-State Livestock Market,Abingdon,VA,Services Offered,,VA1007,Kevin Seatze,Abingdon,,24210,"P.O. Box 558 Abingdon,Va",Tri-State Livestock Market,17455 Sky King Dr,Abingdon,VA,(276)628-5111,36.7096,-81.9775
Tri-State Livestock Exchange LLC,Wray,CO,Services Offered,,CO064,"Kris Jones, Dana Sitzman",Wray,CO,80758,321 E. N. Railway,Tri-State Livestock Exchange LLC,321 E. N. Railway,Wray,CO,970-332-4873,40.0758,-102.2232
Tri-State Livestock Commission,McCook,NE,Services Offered,,NE183,Gayle Ruggles,McCook,NE,69001,P.O. Box 705,Tri-State Livestock Commission,Old Highway 6 & 34,McCook,NE,308-345-1493,40.21,-100.62
Tri-State Livestock,Sioux Center,IA,Services Offered,515-284-4156,IA343,Mike Koedam,Sioux Center,IA,51250,1375 North Main Ave.,Tri-State Livestock,1375 North Main Ave.,Sioux Center,IA,712-722-0681,43.0797,-96.1757
Tri-State Hog Marketing,Sioux Falls,SD,Services Offered,,SD126,Paul Vander Vliet,Sioux Falls,SD,57103,921 East Rice Street,Tri-State Hog Marketing,921 East Rice Street,Sioux Falls,SD,605-336-1057,43.55,-96.7003
Tri-Star Equine Auction,Columbia,TN,Services Offered,,TN1002,Joey Shouse,Santa Fe,TN,3848,3405 Goshen Rd,Tri-Star Equine Auction,1231 Industrial,Columbia,TN,,35.6151,-87.0353
Tri-County Stockyards,Motley,MN,Services Offered,,MN1005,Mitch Barthel,Motley,MN,56466,PO Box B,Tri-County Stockyards,32638 U.S. Highway 10,Motley,MN,(218)352-6546,46.3366,-94.6461
"Tri-County Livestock Market, Inc.",New Summerfield,TX,Services Offered,903-726-3291,TX040,Michael Davis,New Summerfield,TX,75780,23733 U.S. Highway 79 N.,"Tri-County Livestock Market, Inc.",23733 US Highway 79 N,New Summerfield,TX,903-726-3291,31.9807,-95.0938
Tri-County Livestock Exchange,Smithfield,KY,Services Offered,502-846-5382,KY097,Larry Congleton,Smithfield,KY,40068,1785 Lake Jericho Road,Tri-County Livestock Exchange,1785 Lake Jericho Road,Smithfield,KY,502-846-5382,38.3867,-85.2569
Tri-County Livestock,Motley,MN,Services Offered,,MN069,Joe Varner,Motley,MN,56466,P.O. Box B,Tri-County Livestock,32638 U.S. Highway 10,Motley,MN,218-352-6546,46.3366,-94.6461
Tri-County Chicken Auction,Millbrook,AL,Services Offered,,AL097,Sharon Ray Jones,Millbrook,AL,36054,414 Jackson Lake Road,Tri-County Chicken Auction,414 Jackson Lake Road,Millbrook,AL,334-285-0335,32.4799,-86.3619
Tri County Livestock Auction,Charlotte Hall,MD,Services Offered,,MD025,Samuel & Jacob Swarey,Charlotte Hall,MD,20622,9033 Glock Place,Tri County Livestock Auction,9033 Glock Place,Charlotte Hall,MD,,38.481,-76.778
Trenton Regional Stockyard LLC,Trenton,TN,Services Offered,,TN1007,Clay Brewer,Trenton,TN,38382,PO Box 205,Trenton Regional Stockyard LLC,411 E Eaton St.,Trenton,TN,(731)855-2609,35.9806,-88.9415
Treasure Valley Livestock Auction,Caldwell,ID,Services Offered,,ID007,Ronald E. Davison,Caldwell,ID,83605,P.O. Box 639,Treasure Valley Livestock Auction,1901 East Chicago,Caldwell,ID,208-459-7475,43.6679,-116.6894
Trade Day Auctions,Rocky Comfort,MO,Services Offered,,MO1060,Raymond M. Mast,Rocky Comfort,MO,64861,1195 North Urchin Road,Trade Day Auctions,403 South Urchin Road,Rocky Comfort,MO,(417)628-3973,36.7465,-94.0905
Trade Day Auction,Neshoba,MS,Services Offered,,MS099,Samuel Pike,Philadelphia,MS,39350,10290 Road 381,Trade Day Auction,10290 Road 381,Neshoba,MS,601-757-5059,,
Townsend Livestock Market,Madison,FL,Services Offered,,FL028,Alvin Townsend,Madison,FL,32341,387 S.E. Bandit Street,Townsend Livestock Market,387 S.E. Bandit Street,Madison,FL,850-973-4094,30.4694,-83.4129
Torrington Livestock Market,Torrington,WY,Services Offered,,*,*,Torrington,WY,82240,626 West Valley Rd,Torrington Livestock Market,626 West Valley Rd,Torrington,WY,*,42.0625,-104.1844
Toppenish Livestock Commission,Toppenish,WA,Services Offered,509-840-0342,WA011,John Top,Toppenish,WA,98948,P.O. Box 351,Toppenish Livestock Commission,428 S. 'G' Street,Toppenish,WA,509-865-2820,46.3775,-120.3089
Topeka Livestock Auction,Topeka,IN,Services Offered,,IN248,Robert Bale,Topeka,IN,46571,P.O. Box 279,Topeka Livestock Auction,601 East Lake Street,Topeka,IN,260-593-2522,41.5392,-85.5397
Top Shelf Show Pig Sale,Cameron,MO,Services Offered,,MO1092,Troy Sloan,Cameron,MO,64429,9811 NW Dakota,Top Shelf Show Pig Sale,9811 NW Dakota,Cameron,MO,(816)284-1893,39.7403,-94.2411
Tony J. Stauber Livestock,Fonda,IA,Services Offered,,IA452,Tony J. Stauber,Fonda,IA,50540,312 West Vine,Tony J. Stauber Livestock,312 West Vine,Fonda,IA,712-749-9393,42.5814,-94.8461
"TNT Ranch and Rodeo, LLC",Shelbyville,MO,Services Offered,,MO568,Terry Moreland,Shelbyville,MO,63469,6495 Hwy 168,"TNT Ranch and Rodeo, LLC",6495 Hwy 168,Shelbyville,MO,,39.8059,-92.0416
Titus Livestock 3,Esperance,NY,Services Offered,,NY1018,Dustin Titus.     3/25/24,Esperance,NY,12066,125 McDuffee. Rd,Titus Livestock 3,2597 Ny rt 162,Esperance,NY,(518)860-2705,42.7612,-74.2565
"Tina Livestock Market, LLC",Tina,MO,Services Offered,,MO1048,Casey Flinn,Carrolton,,64633,P.O. Box 306,"Tina Livestock Market, LLC",435 W 2nd Street,Tina,MO,(660)622-4214,39.5361,-93.4402
Timothy Smith,Kearneysville,WV,Services Offered,,WV1001,Timothy Smith,,,,,Timothy Smith,1241 Wiltshire rd,Kearneysville,WV,(304)876-8326,39.3882,-77.8856
Three Creek Livestock Auction,Hugo,OK,Services Offered,,OK1021,Chris Smith,Hugo,,74743,P.O Box 807,Three Creek Livestock Auction,Old Highway 70 West,Hugo,OK,,34.0109,-95.5129
"The Union Stock Yards Company, Inc.",Hillsboro,OH,Services Offered,513-393-1958,OH067,William R. Butler,Hillsboro,OH,45133,P.O. Box 129,"The Union Stock Yards Company, Inc.",7510 State Road 138 E,Hillsboro,OH,937-393-1958,39.2023,-83.6116
"The Thomasville Stockyard, Llc",Thomasville,GA,Services Offered,,GA1007,coleman harrison,Thomasville,,31758,P.O. Box 6634,"The Thomasville Stockyard, Llc",20975 Highway 19 North,Thomasville,GA,(229)228-6960,30.8366,-83.9788
The Parks Companies  dba: Parks of Nebraska,Tripp,SD,Services Offered,,SD1021,Kent Meisenhoelder,Tripp,SD,57376,40995 US Hwy 18,The Parks Companies  dba: Parks of Nebraska,40995 US Hwy 18,Tripp,SD,(605)935-6666,43.2255,-97.9659
"The Old Reliable, Inc. DBA Atkinson Livestock Market Inc.",Atkinson,NE,Services Offered,,NE007,Wes Killmurry,Atkinson,NE,68713,P.O. Box 279,"The Old Reliable, Inc. DBA Atkinson Livestock Market Inc.",South Hwy 11 Cattlemans Drive,Atkinson,NE,402-925-5141,42.5314,-98.9782
The New Gainesville Livestock,Gainsville,TX,Services Offered,,TX088,Jame Peyrot Jr.,Gainesville,TX,76240,P.O. Box 1055,The New Gainesville Livestock,1920 Refinery Road,Gainsville,TX,940-665-4367,,
The Monumental Pig Sale,Chillicothe,MO,Services Offered,,MO1077,Becky Bowman,Hamilton,MO,64644,7651 Northeast Ridgeway Drive,The Monumental Pig Sale,10780 Liv 235,Chillicothe,MO,(816)288-9633,39.7953,-93.5524
The Lucky Ones,Chillicothe,MO,Services Offered,,MO1059,Bryan Williams,Princeton,MO,64673,25372 Interior Place,The Lucky Ones,10780 Liv 235,Chillicothe,MO,(660)748-6120,39.7953,-93.5524
"The Kidron Auction, Inc.",Kidron,OH,Services Offered,,OH070,John Sprunger,Kidron,OH,44636,4885 Kidron Road,"The Kidron Auction, Inc.",4885 Kidron Road,Kidron,OH,330-857-2641,40.7409,-81.7449
The Chicken Coop's Auction Barn,Newcastle,OK,Services Offered,,OK159,Kimberly Delaho,Newcastle,OK,73065,400 N. Main Street,The Chicken Coop's Auction Barn,400 N. Main Street,Newcastle,OK,,35.2473,-97.5998
Texhoma Livestock Exchange,Texhoma,OK,Services Offered,,OK1004,Ashley Noland,Texhoma,OK,73949,Hwy 54 East,Texhoma Livestock Exchange,Hwy 54 East,Texhoma,OK,(580)423-7641,36.505,-101.7829
"Texas County Stockyards, LLC",Summersville,MO,Services Offered,,*,*,*,MO,*,*,"Texas County Stockyards, LLC",*,Summersville,MO,*,37.1792,-91.6568
Texas Cattle Exchange,Eastland,TX,Services Offered,,TX091,Bob Bruner,Eastland,TX,76448,P.O. Box 70,Texas Cattle Exchange,I-20 & FM 3363,Eastland,TX,254-629-2288,32.4015,-98.8176
Tennessee Valley Stockyard,Florence,AL,Services Offered,,AL029,Jim Martin,Florence,AL,35630,620 S. Poplar Street,Tennessee Valley Stockyard,620 S. Poplar Street,Florence,AL,256-766-0281,34.7998,-87.6773
Tennessee Mule Sale,Lebanon,TN,Services Offered,,TN1001,Rufus Reese,Gallatin,TN,37066,393 Rock Bridge Rd,Tennessee Mule Sale,945 E Baddour Parkway,Lebanon,TN,,36.2081,-86.2905
"Tama Livestock Auction Company, Inc.",Tama,IA,Services Offered,515-484-3465,IA185,Dan Lekin,Tama,IA,52339,1908 East 5th Street,"Tama Livestock Auction Company, Inc.",1908 East 5th Street,Tama,IA,515-484-3465,41.9663,-92.5773
Tahlequah Stockyards,Tahlequah,OK,Services Offered,,OK096,Mandy B. Rozell,Tahlequah,OK,74464,200 Highway 82 South,Tahlequah Stockyards,200 Highway 82 South,Tahlequah,OK,918-456-3153,35.9154,-94.97
"Tadlock Stockyards II, Inc. #2",Bay Springs,MS,Services Offered,,MS003,David Tadlock,Bay Springs,MS,39422,P.O. Box 766,"Tadlock Stockyards II, Inc. #2",2200 Mississippi Hwy 15 S,Bay Springs,MS,601-764-4134,31.979,-89.2873
"Tadlock Stockyard, Inc.",Forest,MS,Services Offered,,MS013,David Tadlock,Forest,MS,39074,P.O. Box 42,"Tadlock Stockyard, Inc.",Highway 35 South,Forest,MS,601-469-3642,32.3646,-89.4742
T. A. H. Livestock,Winslow,IL,Services Offered,,IL213,Terry Holm,Winslow,IL,61089,12014 Rt 73 N,T. A. H. Livestock,12014 Rt 73 N,Winslow,IL,815-367-5581,42.4927,-89.7918
T Smith Livestock,Hattiesburg,MS,Services Offered,,MS111,Justin Harless,Hattiesburg,MS,39401,122 T Smith Road,T Smith Livestock,122 T Smith Road,Hattiesburg,MS,,31.3271,-89.2903
"Syracuse Commission Company, Inc.",Syracuse,KS,Services Offered,,KS1013,Terry DeVaughan,Syracuse,KS,67878,P.O. Box 129,"Syracuse Commission Company, Inc.",109 South Main Street,Syracuse,KS,(620)384-5259,37.9806,-101.7527
"Syracuse Commission Co., Inc.",Syracuse,KS,Services Offered,,KS155,Terry DeVaughan,Syracuse,KS,67878,P.O. Box 129,"Syracuse Commission Co., Inc.",109 South Main Street,Syracuse,KS,316-384-5259,37.9806,-101.7527
"Sylvan Sales Commission, LLC",Sylvan Grove,KS,Services Offered,,KS1039,Heather Meyer,Sylvan Grove,KS,67481,118 N Indiana,"Sylvan Sales Commission, LLC",400 E 1st St,Sylvan Grove,KS,(785)526-7123,39.0095,-98.3942
Swift Auction Company LLC,Milltown,IN,Services Offered,,IN1006,Clifton R Swift Jr.,Georgetown,IN,47122,4335 East Whiskey Run Rd. NW,Swift Auction Company LLC,1198 North Milltown Rd.,Milltown,IN,(502)295-6016,38.3423,-86.2761
Sutton Livestock Market/Kimminau Livestock Market,Sutton,NE,Services Offered,,NE212,Ed Kimminau,Sutton,NE,68979,2280 Highway 6,Sutton Livestock Market/Kimminau Livestock Market,1126 North Colorado,Sutton,NE,,40.6056,-97.8592
